t,start,end,cause,vn,ws,lid_now,lid_before,rh,hour,south,nw10
2014-05-08 01:00:00,23.5,69.8,lid collapse at dusk,0.6134796828266916,4.53,20.0,3345.0,32.285714285714285,1,,
2014-05-15 15:00:00,37.2,98.9,unclear,-1.4322705025622198,2.38,355.0,355.0,14.714285714285714,15,45.6530612244898,314.5238095238095
2014-05-20 21:00:00,22.6,80.9,southerly transport (Hebei plume),-4.444731153209314,4.744285714285715,450.0,3520.0,21.857142857142858,21,80.06122448979592,71.38095238095238
2014-05-27 07:00:00,31.8,84.9,dust from the north-west,1.9780012352047787,6.977142857142858,50.0,4480.0,31.428571428571427,7,42.57142857142856,510.76190476190476
2014-06-17 12:00:00,21.9,74.0,"southerly transport, light wind",-1.6622370759283054,2.3514285714285714,205.0,570.0,73.71428571428571,12,139.54761904761904,85.22222222222221
2014-06-20 21:00:00,18.8,71.2,lid collapse at dusk,-1.970598590637198,3.984285714285714,230.0,1305.0,54.142857142857146,21,44.285714285714285,60.38095238095239
2014-08-07 01:00:00,20.7,62.4,lid collapse at dusk,-1.2079756175941248,1.82,25.0,2060.0,74.14285714285714,1,29.918367346938776,66.04761904761905
2014-09-24 22:00:00,19.3,61.8,lid collapse at dusk,-2.0701708043124847,2.2742857142857145,20.0,1075.0,76.28571428571429,22,66.6734693877551,67.76190476190477
2014-10-06 21:00:00,17.9,66.3,lid collapse at dusk,-4.58481848138362,4.634285714285714,65.0,1705.0,47.142857142857146,21,42.142857142857146,82.04761904761904
2014-11-14 20:00:00,19.2,73.6,lid collapse at dusk,-2.685303711516156,3.0471428571428576,45.0,1435.0,28.142857142857142,20,41.79591836734694,89.3809523809524
2014-11-17 20:00:00,12.2,65.0,lid collapse at dusk,-2.0432558915851233,3.238571428571429,45.0,1350.0,33.42857142857143,20,39.51020408163265,98.61904761904762
2014-11-22 19:00:00,22.4,77.7,lid collapse at dusk,-2.5182063287505847,2.7314285714285718,35.0,895.0,22.571428571428573,19,98.16666666666667,131.16666666666666
2014-11-24 20:00:00,25.9,85.4,lid collapse at dusk,-2.3128820072204084,2.7785714285714285,25.0,865.0,31.142857142857142,20,105.02857142857142,117.86666666666665
2014-12-05 18:00:00,22.8,64.8,lid collapse at dusk,1.137699907490615,3.6599999999999997,25.0,1545.0,18.285714285714285,18,55.5,131.5
2014-12-11 18:00:00,15.5,63.6,lid collapse at dusk,-2.055162494141208,3.7728571428571427,135.0,1035.0,30.285714285714285,18,53.23809523809524,114.94444444444444
2014-12-13 10:00:00,24.6,69.8,unclear,0.05931543429241916,2.0442857142857145,20.0,555.0,44.285714285714285,10,82.10204081632652,108.57142857142858
2014-12-17 08:00:00,18.6,63.1,southerly transport (Hebei plume),-3.3526614799571894,4.405714285714285,70.0,2765.0,35.857142857142854,8,76.38775510204081,66.14285714285714
2014-12-21 23:00:00,14.8,64.5,lid collapse at dusk,-3.1006221214278775,5.2942857142857145,55.0,2350.0,33.285714285714285,23,52.55102040816327,126.47619047619048
2014-12-25 01:00:00,27.3,70.3,lid collapse at dusk,2.315895264848417,4.8914285714285715,35.0,1365.0,42.857142857142854,1,113.32653061224491,81.95238095238095
2014-12-28 20:00:00,61.6,168.9,lid collapse at dusk,-1.1293401524820512,3.3328571428571427,30.0,1295.0,34.857142857142854,20,128.83673469387756,188.95238095238093
2015-01-02 18:00:00,25.9,82.2,"southerly transport, light wind",-2.8014137762767963,3.244285714285714,115.0,590.0,26.285714285714285,18,78.93877551020408,88.77142857142856
2015-01-06 19:00:00,20.0,66.3,lid collapse at dusk,-3.1882474062636312,4.3271428571428565,120.0,1290.0,23.714285714285715,19,35.857142857142854,67.22857142857143
2015-01-09 19:00:00,16.6,60.5,lid collapse at dusk,0.09607003886810007,3.3414285714285716,30.0,1025.0,26.0,19,160.3877551020408,68.91428571428571
2015-01-11 18:00:00,23.9,61.5,unclear,-3.126990673669311,3.1357142857142857,40.0,795.0,32.857142857142854,18,59.93877551020408,110.25714285714285
2015-01-17 13:00:00,23.2,69.0,calm + low lid (local build-up),0.2851936215389602,1.272857142857143,50.0,190.0,43.57142857142857,13,76.02040816326532,80.57142857142857
2015-01-21 23:00:00,10.7,62.3,lid collapse at dusk,-2.372964848397786,2.8285714285714283,25.0,1480.0,48.714285714285715,23,57.976190476190474,47.93333333333334
2015-01-27 22:00:00,10.2,64.8,lid collapse at dusk,-2.874211617153719,3.4614285714285713,50.0,1385.0,29.714285714285715,22,46.775510204081634,41.85714285714285
2015-01-31 20:00:00,21.0,82.3,lid collapse at dusk,-2.7962568706681057,3.107142857142857,50.0,1045.0,27.714285714285715,20,66.85714285714285,45.74285714285714
2015-02-05 20:00:00,24.9,66.2,lid collapse at dusk,-3.191157166534418,4.817142857142857,95.0,1320.0,31.571428571428573,20,36.714285714285715,48.0
2015-02-08 20:00:00,15.5,63.9,lid collapse at dusk,-4.5854362880060915,4.784285714285715,200.0,1475.0,21.142857142857142,20,28.571428571428573,40.285714285714285
2015-02-12 22:00:00,30.1,82.0,lid collapse at dusk,-4.4582921241702484,4.555714285714286,60.0,1225.0,44.0,22,57.89795918367348,55.371428571428574
2015-02-18 20:00:00,14.7,137.6,fireworks (CNY),-1.912164681585402,1.9757142857142858,25.0,1260.0,31.0,20,63.93877551020408,50.15
2015-02-22 02:00:00,28.2,85.1,dust from the north-west,6.117011564821389,9.06857142857143,1445.0,1810.0,23.571428571428573,2,80.66666666666667,344.4916666666666
2015-02-23 20:00:00,36.0,108.9,southerly transport (Hebei plume),-4.141609169171838,4.211428571428572,45.0,1610.0,38.142857142857146,20,67.95238095238096,75.53333333333333
2015-03-04 22:00:00,20.8,65.7,lid collapse at dusk,-5.315651007789488,5.611428571428571,75.0,2295.0,24.0,22,41.81632653061224,41.91428571428572
2015-03-10 22:00:00,29.4,76.0,lid collapse at dusk,-4.92598784672739,6.502857142857143,70.0,2405.0,26.0,22,58.73809523809524,52.1
2015-03-13 23:00:00,17.6,70.7,southerly transport (Hebei plume),-3.705309767913604,4.14,45.0,2490.0,29.142857142857142,23,77.57142857142857,55.199999999999996
2015-03-29 11:00:00,45.6,125.0,"southerly transport, light wind",-1.2752379596215786,2.3314285714285714,15.0,2455.0,47.142857142857146,11,84.11904761904763,103.3
2015-04-03 19:00:00,23.0,64.1,southerly transport (Hebei plume),-4.268394653672101,4.712857142857142,215.0,1900.0,41.57142857142857,19,62.08163265306121,34.142857142857146
2015-04-08 00:00:00,22.4,63.3,lid collapse at dusk,-6.711902470945986,7.408571428571428,175.0,2900.0,27.857142857142858,0,54.95918367346939,51.08571428571429
2015-04-20 20:00:00,29.5,101.2,unclear,-5.304476329905399,6.3500000000000005,510.0,2410.0,18.285714285714285,20,55.34285714285714,57.04
2015-04-24 02:00:00,22.1,62.0,lid collapse at dusk,4.945835039350179,5.682857142857143,20.0,3505.0,15.428571428571429,2,59.142857142857146,45.79999999999999
2015-05-08 10:00:00,24.6,67.8,unclear,1.642087738915587,3.1285714285714286,45.0,3040.0,56.57142857142857,10,99.90476190476191,67.86666666666666
2015-06-15 01:00:00,20.6,70.9,lid collapse at dusk,-3.9769662000184804,4.618571428571429,105.0,2390.0,38.142857142857146,1,46.163265306122454,55.114285714285714
2015-06-27 12:00:00,38.4,98.1,calm + low lid (local build-up),-0.5303431577228037,1.824285714285714,175.0,745.0,68.14285714285714,12,100.77551020408164,88.88571428571429
2015-08-06 14:00:00,21.1,72.1,"southerly transport, light wind",-1.2985677896559462,1.8714285714285714,200.0,200.0,68.57142857142857,14,62.83673469387755,48.314285714285724
2015-08-10 23:00:00,22.8,67.0,lid collapse at dusk,-2.647344267292028,3.0799999999999996,30.0,1340.0,67.14285714285714,23,88.75510204081634,60.942857142857136
2015-09-20 00:00:00,15.7,61.1,lid collapse at dusk,-3.0846516803545256,3.1128571428571434,30.0,1535.0,66.0,0,,
2015-09-24 13:00:00,69.7,176.4,calm + low lid (local build-up),-0.6254099515970779,1.8585714285714283,140.0,140.0,83.0,13,113.92857142857143,72.16666666666667
2015-10-13 20:00:00,14.3,63.1,lid collapse at dusk,-3.1867366591057893,3.295714285714286,40.0,1020.0,30.714285714285715,20,60.47619047619048,77.03333333333333
2015-10-31 20:00:00,23.7,60.4,southerly transport (Hebei plume),-3.2317434533017173,3.601428571428571,40.0,1235.0,36.0,20,86.9795918367347,90.28571428571429
2015-11-02 22:00:00,47.3,121.4,southerly transport (Hebei plume),-3.8717609444821943,3.9828571428571427,20.0,760.0,48.0,22,72.14285714285714,118.02857142857144
2015-11-26 19:00:00,17.5,61.6,lid collapse at dusk,0.03119584151832479,2.6685714285714286,30.0,1010.0,41.714285714285715,19,64.69387755102039,55.34285714285715
2015-11-30 12:00:00,133.3,384.9,calm + low lid (local build-up),0.3104818368906721,1.7485714285714284,30.0,40.0,67.85714285714286,12,392.91836734693874,141.48571428571427
2015-12-04 20:00:00,23.2,83.0,lid collapse at dusk,-0.798947288275512,4.14,40.0,1385.0,43.857142857142854,20,49.30612244897959,72.14285714285714
2015-12-12 20:00:00,108.0,289.5,"southerly transport, light wind",-1.1703671301515788,1.3857142857142857,15.0,570.0,65.42857142857143,20,81.16326530612244,171.57142857142858
2015-12-18 20:00:00,19.2,66.9,unclear,0.5517535280945457,2.047142857142857,10.0,665.0,36.0,20,98.22448979591839,99.97142857142858
2015-12-31 19:00:00,49.8,134.7,"southerly transport, light wind",-2.426489186106157,2.488571428571429,25.0,585.0,52.0,19,147.51020408163268,88.3142857142857
2016-01-05 19:00:00,22.1,69.8,lid collapse at dusk,-1.7846813699906643,3.35,75.0,1220.0,34.42857142857143,19,43.3469387755102,52.942857142857136
2016-01-08 19:00:00,13.8,70.9,lid collapse at dusk,-0.2127660909798164,2.758571428571429,50.0,970.0,32.714285714285715,19,79.89795918367348,77.60000000000001
2016-01-26 20:00:00,19.7,69.5,lid collapse at dusk,-0.5583465002015006,3.5342857142857143,35.0,1475.0,21.857142857142858,20,39.306122448979586,57.285714285714285
2016-01-31 20:00:00,12.0,72.3,lid collapse at dusk,-0.10372401080412907,3.562857142857143,55.0,1480.0,24.571428571428573,20,64.24489795918369,45.0
2016-02-02 20:00:00,24.2,66.7,lid collapse at dusk,-2.2315839222796536,3.3542857142857136,55.0,1160.0,26.428571428571427,20,57.693877551020414,47.714285714285715
2016-02-06 21:00:00,29.4,85.8,lid collapse at dusk,-2.84486373526029,4.132857142857143,50.0,1745.0,27.857142857142858,21,41.0204081632653,56.17142857142857
2016-02-17 10:00:00,25.7,78.1,unclear,-0.44649987531734064,2.4971428571428573,30.0,2140.0,66.0,10,51.10204081632653,45.92857142857143
2016-03-12 00:00:00,25.4,63.9,lid collapse at dusk,-5.631521426543806,5.727142857142857,50.0,2395.0,43.142857142857146,0,46.367346938775505,68.4
2016-03-14 00:00:00,11.8,63.8,lid collapse at dusk,-5.475597955730299,5.918571428571428,60.0,2565.0,37.142857142857146,0,41.40816326530612,75.62857142857142
2016-03-19 03:00:00,35.6,134.8,unclear,3.4164733087325283,5.6571428571428575,45.0,1330.0,35.42857142857143,3,213.0408163265306,147.65714285714284
2016-03-30 20:00:00,23.4,62.0,southerly transport (Hebei plume),-5.474279114682715,5.535714285714285,105.0,1335.0,16.857142857142858,20,70.81632653061224,119.11428571428573
2016-04-08 22:00:00,20.2,60.7,lid collapse at dusk,-6.116939268715429,8.275714285714285,230.0,3250.0,12.714285714285714,22,37.16326530612245,107.2
2016-04-29 11:00:00,41.0,116.6,unclear,-0.4438883329125894,3.2228571428571433,95.0,2055.0,46.57142857142857,11,125.48979591836735,105.45714285714287
2016-05-06 00:00:00,73.4,254.6,dust from the north-west,2.6860274691141863,5.618571428571428,35.0,1200.0,31.428571428571427,0,82.65306122448979,441.45
2016-06-12 03:00:00,20.4,65.4,unclear,-1.8582965009753907,4.56,50.0,3255.0,56.142857142857146,3,29.63265306122449,55.542857142857144
2016-06-19 22:00:00,32.2,94.9,southerly transport (Hebei plume),-5.929392231683892,6.275714285714286,325.0,3420.0,28.0,22,64.48979591836734,60.51428571428572
2016-09-24 14:00:00,46.6,132.9,"southerly transport, light wind",-1.371226642598311,1.8314285714285714,140.0,140.0,68.0,14,110.32653061224491,52.34285714285714
2016-11-08 19:00:00,25.9,65.3,lid collapse at dusk,-3.725141793167406,3.9400000000000004,55.0,1230.0,42.0,19,35.6734693877551,55.199999999999996
2016-11-19 17:00:00,45.4,113.8,unclear,-0.3838348436058707,3.141428571428572,135.0,750.0,39.857142857142854,17,180.9183673469388,162.02857142857144
2016-12-01 19:00:00,15.4,79.5,lid collapse at dusk,-0.7402383518731738,2.8242857142857147,35.0,1205.0,42.285714285714285,19,59.0204081632653,46.42857142857143
2016-12-09 21:00:00,18.1,63.9,lid collapse at dusk,-2.1981909064335947,2.357142857142857,10.0,855.0,51.142857142857146,21,49.183673469387756,77.57142857142857
2016-12-14 20:00:00,17.6,61.1,southerly transport (Hebei plume),-3.7010891274758606,3.9499999999999997,95.0,940.0,37.142857142857146,20,79.12244897959182,61.77142857142858
2016-12-16 00:00:00,14.5,76.3,lid collapse at dusk,0.28628260539798456,1.7799999999999996,15.0,1565.0,54.142857142857146,0,140.67346938775512,64.57142857142857
2016-12-27 19:00:00,14.1,79.4,southerly transport (Hebei plume),-2.6735635894739573,3.7271428571428573,125.0,1040.0,42.0,19,84.59183673469387,42.15714285714286
2017-01-09 19:00:00,14.8,67.0,southerly transport (Hebei plume),-4.28704980253672,4.791428571428571,250.0,1065.0,44.0,19,81.92857142857143,61.333333333333336
2017-01-20 21:00:00,20.6,62.8,lid collapse at dusk,-4.7572402979636275,4.802857142857143,80.0,1180.0,30.857142857142858,21,51.91836734693878,54.714285714285715
2017-01-27 21:00:00,47.3,216.1,fireworks (CNY),-5.785537456376645,5.905714285714287,70.0,1130.0,33.285714285714285,21,114.0,82.71428571428571
2017-01-30 18:00:00,11.0,65.1,unclear,-3.0001680176150294,3.4257142857142857,175.0,750.0,17.0,18,24.020408163265305,26.571428571428573
2017-02-01 19:00:00,11.3,61.3,lid collapse at dusk,-3.043327969722619,3.25,85.0,895.0,21.571428571428573,19,40.285714285714285,32.2
2017-02-11 19:00:00,17.4,63.3,lid collapse at dusk,-2.224488948415175,3.407142857142857,65.0,1355.0,25.142857142857142,19,43.04081632653061,55.17857142857143
2017-02-13 20:00:00,22.6,91.9,southerly transport (Hebei plume),-2.671254832276023,3.5985714285714283,50.0,1205.0,35.57142857142857,20,141.73469387755102,56.31428571428571
2017-02-17 20:00:00,10.7,60.6,lid collapse at dusk,-4.602920780410241,5.485714285714286,235.0,2140.0,29.142857142857142,20,30.265306122448983,40.285714285714285
2017-04-01 21:00:00,20.8,60.6,lid collapse at dusk,-4.296532399391473,5.86142857142857,125.0,2170.0,21.571428571428573,21,26.02040816326531,52.114285714285714
2017-04-08 21:00:00,30.8,81.0,lid collapse at dusk,-3.653376981190346,4.054285714285714,140.0,2075.0,25.142857142857142,21,33.91836734693877,34.74285714285714
2017-04-16 12:00:00,46.4,116.5,unclear,0.9356754024622685,4.724285714285714,45.0,225.0,26.857142857142858,12,47.79591836734694,108.91428571428571
2017-05-04 04:00:00,30.0,104.7,unclear,-2.4821276143680975,2.8,30.0,2525.0,72.14285714285714,4,48.95918367346939,1726.7714285714285
2017-06-28 07:00:00,31.0,83.3,unclear,-0.20411395153209652,3.327142857142857,70.0,1465.0,74.28571428571429,7,78.08571428571429,64.16
2017-11-18 16:00:00,9.9,72.8,unclear,-3.0643824156556656,4.9142857142857155,415.0,1030.0,18.571428571428573,16,32.22448979591837,63.17142857142857
2018-01-01 20:00:00,23.2,63.2,lid collapse at dusk,-0.21658123261220438,2.3885714285714283,20.0,805.0,29.142857142857142,20,103.6938775510204,78.37142857142858
2018-01-05 20:00:00,21.1,65.0,lid collapse at dusk,-1.136319624612353,2.7028571428571433,40.0,1010.0,30.857142857142858,20,94.24489795918366,51.91428571428571
2018-01-12 19:00:00,42.3,107.9,"southerly transport, light wind",-3.312275816184473,3.3771428571428572,35.0,500.0,26.142857142857142,19,69.46938775510203,79.5142857142857
2018-01-18 15:00:00,26.9,81.0,calm + low lid (local build-up),-0.8571196967644349,1.0414285714285714,35.0,35.0,33.714285714285715,15,176.24489795918365,77.77142857142857
2018-02-06 15:00:00,24.9,62.3,unclear,-2.372222079706899,2.4085714285714284,125.0,125.0,27.571428571428573,15,58.775510204081634,61.6857142857143
2018-02-08 10:00:00,25.1,66.9,"southerly transport, light wind",-1.957358472695523,2.072857142857143,20.0,2240.0,46.714285714285715,10,65.42857142857143,81.77142857142857
2018-02-13 14:00:00,29.1,77.1,calm + low lid (local build-up),-0.597625698835864,1.941428571428571,45.0,130.0,25.0,14,59.46938775510204,94.39999999999999
2018-02-15 18:00:00,22.8,60.1,fireworks (CNY),-4.772451690367243,4.881428571428572,130.0,1050.0,25.428571428571427,18,52.3469387755102,58.857142857142854
2018-02-20 22:00:00,19.5,62.4,lid collapse at dusk,-1.8800839876690176,3.5300000000000002,40.0,2515.0,29.857142857142858,22,75.08163265306122,45.74285714285715
2018-03-08 17:00:00,25.8,69.4,unclear,-3.512030334241758,3.548571428571429,850.0,935.0,34.57142857142857,17,57.48979591836735,32.00000000000001
2018-04-25 23:00:00,28.6,72.0,lid collapse at dusk,-5.219458979727125,6.054285714285714,85.0,2135.0,38.57142857142857,23,54.87755102040817,67.37857142857143
2018-06-14 23:00:00,15.3,62.6,lid collapse at dusk,-3.7153462995996227,4.898571428571429,215.0,1680.0,52.0,23,36.6530612244898,56.39999999999999
2018-06-19 23:00:00,20.1,67.7,lid collapse at dusk,-3.2115251084479075,5.014285714285714,215.0,3405.0,43.142857142857146,23,45.095238095238095,29.066666666666663
2018-07-20 00:00:00,38.0,105.7,lid collapse at dusk,-2.3880739539507725,4.057142857142857,110.0,1380.0,90.0,0,41.775510204081634,43.51428571428571
2018-07-27 02:00:00,15.2,65.9,lid collapse at dusk,-1.7484129981491356,3.664285714285714,30.0,1220.0,79.42857142857143,2,36.10204081632653,48.199999999999996
2018-09-01 08:00:00,27.1,72.7,humid stagnation,-0.5402018154563126,2.8371428571428576,55.0,1355.0,90.85714285714286,8,28.07142857142857,27.7
2018-10-04 15:00:00,22.2,61.5,unclear,-0.8088202242054415,2.3442857142857143,255.0,255.0,42.714285714285715,15,55.36734693877552,56.057142857142864
2018-11-01 17:00:00,27.4,85.0,"southerly transport, light wind",-1.7431086682933745,1.8242857142857143,60.0,465.0,27.285714285714285,17,88.89795918367346,68.28571428571428
2018-11-19 14:00:00,23.3,60.7,calm + low lid (local build-up),-0.18540415121022008,1.6099999999999999,25.0,40.0,39.0,14,76.6938775510204,88.34285714285714
2018-12-12 20:00:00,26.3,67.0,southerly transport (Hebei plume),-4.3208162639920475,5.002857142857144,65.0,790.0,24.428571428571427,20,90.68571428571428,75.96000000000001
2019-01-02 18:00:00,27.1,75.8,"southerly transport, light wind",-1.9701570622131264,2.0785714285714283,35.0,545.0,33.714285714285715,18,140.30612244897958,90.39999999999999
2019-01-13 20:00:00,42.2,108.4,lid collapse at dusk,-2.179234432123319,3.1799999999999997,30.0,915.0,39.714285714285715,20,260.08163265306126,55.285714285714285
2019-01-17 20:00:00,23.5,69.9,southerly transport (Hebei plume),-3.798790389774056,3.9528571428571437,45.0,675.0,15.0,20,61.89795918367348,66.17142857142856
2019-02-10 19:00:00,15.2,62.6,lid collapse at dusk,-4.05638546594881,4.112857142857143,115.0,1220.0,23.571428571428573,19,47.48979591836735,47.08571428571428
2019-02-14 02:00:00,18.1,61.3,lid collapse at dusk,-2.706104422776181,3.0942857142857148,20.0,1360.0,41.285714285714285,2,70.93877551020408,67.43571428571428
2019-02-20 17:00:00,21.0,63.1,calm + low lid (local build-up),-0.8587425234397286,1.5942857142857143,185.0,655.0,28.285714285714285,17,186.97959183673473,57.06428571428571
2019-02-25 00:00:00,19.2,72.5,lid collapse at dusk,0.5582701894851719,2.435714285714286,15.0,1260.0,34.57142857142857,0,196.24489795918367,26.22857142857143
2019-02-28 18:00:00,38.5,112.2,"southerly transport, light wind",-3.0699100477088854,3.1371428571428575,105.0,770.0,34.857142857142854,18,138.69387755102042,84.28571428571429
2019-03-04 20:00:00,33.3,97.0,lid collapse at dusk,-3.085370205843077,3.4971428571428578,40.0,1380.0,26.0,20,127.46938775510203,64.99999999999999
2019-03-17 10:00:00,21.0,62.0,calm + low lid (local build-up),-0.5685686065600561,1.8814285714285717,15.0,3420.0,50.285714285714285,10,69.93877551020408,49.207142857142856
2019-03-27 19:00:00,21.3,70.3,unclear,-2.5052210897375367,4.5042857142857144,565.0,2545.0,18.142857142857142,19,59.40816326530613,62.87142857142857
2019-04-05 12:00:00,12.4,70.7,southerly transport (Hebei plume),-3.083075851495353,3.781428571428571,15.0,315.0,20.428571428571427,12,64.51020408163265,72.05714285714285
2019-06-11 03:00:00,25.8,65.9,unclear,-2.5716842566456024,4.4628571428571435,80.0,3355.0,58.142857142857146,3,32.16326530612245,38.65714285714285
2019-11-09 14:00:00,33.3,86.6,calm + low lid (local build-up),-0.8246428824451277,1.6071428571428572,25.0,25.0,56.142857142857146,14,138.66666666666669,79.96666666666665
2019-12-06 15:00:00,27.4,69.8,unclear,-2.028850401290179,2.084285714285714,120.0,120.0,59.714285714285715,15,57.3469387755102,62.2
2019-12-23 17:00:00,32.1,86.8,"southerly transport, light wind",-1.1577303361498807,2.2157142857142857,80.0,475.0,57.57142857142857,17,135.73469387755102,103.77142857142857
2020-01-09 22:00:00,33.5,87.4,"southerly transport, light wind",-1.515624745514486,1.8685714285714283,15.0,645.0,59.0,22,103.38775510204081,101.88571428571427
2020-01-16 19:00:00,24.8,65.4,"southerly transport, light wind",-1.201647790831381,1.8657142857142859,15.0,750.0,39.57142857142857,19,172.73469387755102,123.20000000000002
2020-01-17 23:00:00,64.4,169.6,"southerly transport, light wind",-2.302337004930904,2.788571428571429,15.0,660.0,58.0,23,194.18367346938774,141.65714285714284
2020-01-23 22:00:00,19.6,89.2,lid collapse at dusk,0.8658599398945503,3.5585714285714287,25.0,900.0,46.857142857142854,22,223.77551020408166,111.08571428571427
2020-02-08 19:00:00,24.7,68.2,"southerly transport, light wind",-2.444406070870387,2.7271428571428573,35.0,780.0,37.42857142857143,19,126.48979591836734,78.48571428571428
2020-03-07 21:00:00,19.6,93.3,southerly transport (Hebei plume),-4.65975381431388,4.890000000000001,75.0,1180.0,48.285714285714285,21,64.59183673469387,38.542857142857144
2020-06-03 09:00:00,27.8,74.9,dust from the north-west,4.597443379905164,4.755714285714285,40.0,2440.0,44.0,9,34.08163265306123,371.6285714285714
2020-06-22 01:00:00,25.8,67.0,lid collapse at dusk,-5.988744399072019,6.1899999999999995,195.0,2170.0,38.857142857142854,1,36.836734693877546,56.77142857142858
2020-08-26 12:00:00,21.4,70.8,calm + low lid (local build-up),0.44521858829662186,1.9914285714285713,40.0,135.0,80.42857142857143,12,39.91836734693878,32.114285714285714
2020-10-19 20:00:00,30.8,82.7,southerly transport (Hebei plume),-3.846597145275155,4.005714285714285,40.0,1030.0,40.714285714285715,20,78.59183673469387,45.6
2020-10-24 21:00:00,22.4,63.2,lid collapse at dusk,-4.3290262462200895,4.615714285714285,55.0,1020.0,32.42857142857143,21,48.142857142857146,75.62857142857142
2020-11-10 19:00:00,25.8,66.5,"southerly transport, light wind",-3.0986552100359717,3.132857142857143,35.0,795.0,23.428571428571427,19,75.61224489795917,61.857142857142854
2021-01-13 17:00:00,31.4,83.7,dust from the north-west,1.4463840858253654,3.051428571428571,90.0,605.0,23.142857142857142,17,69.65306122448979,899.0571428571428
2021-02-06 23:00:00,28.9,86.2,lid collapse at dusk,-0.7751879107880235,4.325714285714286,15.0,1265.0,41.142857142857146,23,42.877551020408156,49.971428571428575
2021-03-15 09:00:00,105.5,417.7,dust from the north-west,2.8329240767474104,4.291428571428572,20.0,1045.0,73.57142857142857,9,100.28571428571429,1261.6642857142858
2021-03-16 20:00:00,19.1,61.6,lid collapse at dusk,-3.0405091146578123,3.1357142857142857,45.0,1090.0,23.142857142857142,20,47.42857142857143,220.2571428571428
